PLAYER_ID,PERSON_ID,FIRST_NAME,LAST_NAME,FULL_NAME,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,IS_ACTIVE,affiliation_state,affiliation_country,PLAYER_NAME,TimeFrame,PTS,AST,REB,ALL_STAR_APPEARANCES
1626188,1626188,Quinn,Cook,Quinn Cook,"Cook, Quinn",Q. Cook,1993-03-23T00:00:00,Duke,USA,Duke/USA,6-2,179,3,,Guard,Active,1610612747,Lakers,LAL,lakers,Los Angeles,quinn_cook,2016,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,False,Duke,USA,Quinn Cook,2018-19,6.9,1.6,2.1,0.093
1628429,1628429,Charles,Cooke,Charles Cooke,"Cooke, Charles",C. Cooke,1994-07-01T00:00:00,Dayton,USA,Dayton/USA,6-5,196,1,4,Guard,Active,1610612740,Pelicans,NOP,pelicans,New Orleans,charles_cooke,2017,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,False,Dayton,USA,Charles Cooke,career,0.5,0.1,0.2,0
76439,76439,David,Cooke,David Cooke,"Cooke, David",D. Cooke,1963-09-27T00:00:00,Saint Mary's (CA),USA,St. Mary's (CA)/USA,6-8,230,0,14,Forward,Active,1610612758,Kings,SAC,kings,Sacramento,HISTADD_david_cooke,1985,1985,N,Y,Y,Undrafted,Undrafted,Undrafted,False,St. Mary's (CA),USA,David Cooke,career,1.5,0.2,1.7,0
76440,76440,Joe,Cooke,Joe Cooke,"Cooke, Joe",J. Cooke,1948-08-14T00:00:00,Indiana,USA,Indiana/USA,6-3,175,0,10,Guard,Active,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_joe_cooke,1970,1970,N,Y,Y,1970,6,94,False,Indiana,USA,Joe Cooke,career,4.3,1.3,1.6,0
204022,204022,Jack,Cooley,Jack Cooley,"Cooley, Jack",J. Cooley,1991-04-12T00:00:00,Notre Dame,USA,Notre Dame/USA,6-10,274,1,45,Center-Forward,Active,1610612758,Kings,SAC,kings,Sacramento,jack_cooley,2014,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,False,Notre Dame,USA,Jack Cooley,career,2.9,0.3,2.4,0
76442,76442,Chuck,Cooper,Chuck Cooper,"Cooper, Chuck",C. Cooper,1926-09-29T00:00:00,Duquesne,USA,West Virginia State; Duquesne/USA,6-5,210,5,6,Forward,Active,1610612765,Pistons,FTW,pistons,Ft. Wayne Zollner,HISTADD_chuck_cooper,1950,1955,N,Y,Y,1950,2,,False,West Virginia State; Duquesne,USA,Chuck Cooper,career,6.7,1.8,5.9,0
1030,1030,Duane,Cooper,Duane Cooper,"Cooper, Duane",D. Cooper,1969-06-25T00:00:00,Southern California,USA,USC/USA,6-1,185,1,10,Guard,Active,1610612756,Suns,PHX,suns,Phoenix,duane_cooper,1992,1993,N,Y,Y,1992,2,36,False,USC,USA,Duane Cooper,career,2.3,2.0,0.7,0
76443,76443,Joe,Cooper,Joe Cooper,"Cooper, Joe",J. Cooper,1957-09-01T00:00:00,Colorado,USA,Howard Coll. TX (J.C.); Tulsa; Colorado/USA,6-10,230,2,53,Center,Active,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_joe_cooper,1981,1984,N,Y,Y,1981,5,95,False,Howard Coll. TX (J.C.); Tulsa; Colorado,USA,Joe Cooper,career,4.5,0.8,4.0,0
76444,76444,Michael,Cooper,Michael Cooper,"Cooper, Michael",M. Cooper,1956-04-15T00:00:00,New Mexico,USA,Pasadena City Coll. CA (J.C.); New Mexico/USA,6-7,170,11,21,Guard,Active,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_michael_cooper,1978,1989,N,Y,Y,1978,3,60,False,Pasadena City Coll. CA (J.C.); New Mexico,USA,Michael Cooper,career,8.9,4.2,3.2,0
76441,76441,Wayne,Cooper,Wayne Cooper,"Cooper, Wayne",W. Cooper,1956-11-16T00:00:00,New Orleans,USA,New Orleans/USA,6-10,220,13,42,Center,Active,1610612757,Trail Blazers,POR,blazers,Portland,HISTADD_wayne_cooper,1978,1991,N,Y,Y,1978,2,40,False,New Orleans,USA,Wayne Cooper,career,7.9,0.9,6.2,0
76446,76446,Tom,Copa,Tom Copa,"Copa, Tom",T. Copa,1964-10-30T00:00:00,Marquette,USA,Marquette/USA,6-10,275,0,30,Forward,Active,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_tom_copa,1991,1991,N,Y,Y,Undrafted,Undrafted,Undrafted,False,Marquette,USA,Tom Copa,career,1.5,0.1,1.1,0
203142,203142,Chris,Copeland,Chris Copeland,"Copeland, Chris",C. Copeland,1984-03-17T00:00:00,Colorado,USA,Colorado/USA,,,4,,,Inactive,0,,,,,chris_copeland,2012,2015,N,Y,Y,Undrafted,Undrafted,Undrafted,False,Colorado,USA,Chris Copeland,career,5.8,0.6,1.6,0
76447,76447,Hollis,Copeland,Hollis Copeland,"Copeland, Hollis",H. Copeland,1955-12-20T00:00:00,Rutgers,USA,Rutgers/USA,6-6,180,1,45,Forward,Active,1610612752,Knicks,NYK,knicks,New York,HISTADD_hollis_copeland,1979,1981,N,Y,Y,1978,3,46,False,Rutgers,USA,Hollis Copeland,career,5.0,1.0,1.7,0
76448,76448,Lanard,Copeland,Lanard Copeland,"Copeland, Lanard",L. Copeland,1965-07-16T00:00:00,Georgia State,USA,Georgia State/USA,6-6,190,1,21,Forward,Active,1610612746,Clippers,LAC,clippers,Los Angeles,HISTADD_lanard_copeland,1989,1991,N,Y,Y,Undrafted,Undrafted,Undrafted,False,Georgia State,USA,Lanard Copeland,career,2.7,0.4,0.5,0
895,895,Tyrone,Corbin,Tyrone Corbin,"Corbin, Tyrone",T. Corbin,1962-12-31T00:00:00,DePaul,USA,DePaul/USA,,,15,,,Inactive,0,,,,,tyrone_corbin,1985,2000,N,Y,Y,1985,2,35,False,DePaul,USA,Tyrone Corbin,career,9.2,1.8,4.7,0
76450,76450,Chris,Corchiani,Chris Corchiani,"Corchiani, Chris",C. Corchiani,1968-03-28T00:00:00,North Carolina State,USA,North Carolina State/USA,6-0,185,2,12,Guard,Active,1610612738,Celtics,BOS,celtics,Boston,HISTADD_chris_corchiani,1991,1993,N,Y,Y,1991,2,36,False,North Carolina State,USA,Chris Corchiani,career,3.7,2.2,1.2,0
76451,76451,Ken,Corley,Ken Corley,"Corley, Ken",K. Corley,1905-04-04T00:00:00,East Central,USA,Oklahoma State/USA,,,0,,,Active,1610610026,Rebels,CLR,rebels,Cleveland,HISTADD_ken_corley,1946,1946,N,Y,N,Undrafted,Undrafted,Undrafted,False,Oklahoma State,USA,Ken Corley,career,0.0,0.0,,0
76452,76452,Ray,Corley,Ray Corley,"Corley, Ray",R. Corley,1928-01-01T00:00:00,Georgetown,USA,Notre Dame; Georgetown/USA,6-0,180,2,4,Guard,Active,1610612765,Pistons,FTW,pistons,Ft. Wayne Zollner,HISTADD_ray_corley,1949,1952,N,Y,Y,1949,5,,False,Notre Dame; Georgetown,USA,Ray Corley,career,4.6,1.8,1.8,0
76453,76453,Dave,Corzine,Dave Corzine,"Corzine, Dave",D. Corzine,1956-04-25T00:00:00,DePaul,USA,DePaul/USA,6-11,250,12,42,Center,Active,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_dave_corzine,1978,1990,N,Y,Y,1978,1,18,False,DePaul,USA,Dave Corzine,career,8.5,1.7,5.9,0
76454,76454,Larry,Costello,Larry Costello,"Costello, Larry",L. Costello,1931-07-02T00:00:00,Niagara,USA,Niagara/USA,6-1,186,11,21,Guard,Active,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_larry_costello,1954,1967,N,Y,Y,1954,2,12,False,Niagara,USA,Larry Costello,career,12.2,4.6,3.8,5
1627856,1627856,Matt,Costello,Matt Costello,"Costello, Matt",M. Costello,1993-08-05T00:00:00,Michigan State,USA,Michigan State/USA,6-10,240,0,10,Forward-Center,Active,1610612759,Spurs,SAS,spurs,San Antonio,matt_costello,2017,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,False,Michigan State,USA,Matt Costello,career,1.0,0.5,2.3,0
203955,203955,Bryce,Cotton,Bryce Cotton,"Cotton, Bryce",B. Cotton,1992-08-11T00:00:00,Providence,USA,Providence/USA,6-1,165,2,8,Guard,Active,1610612763,Grizzlies,MEM,grizzlies,Memphis,bryce_cotton,2014,2015,Y,Y,Y,Undrafted,Undrafted,Undrafted,False,Providence,USA,Bryce Cotton,career,3.8,0.8,0.8,0
76456,76456,Jack,Cotton,Jack Cotton,"Cotton, Jack",J. Cotton,1924-10-15T00:00:00,Wyoming,USA,Miles CC MT; Wyoming/USA,6-7,200,0,,Forward,Active,1610610027,Nuggets,DN,nuggets,Denver,HISTADD_jack_cotton,1949,1949,N,Y,Y,Undrafted,Undrafted,Undrafted,False,Miles CC MT; Wyoming,USA,Jack Cotton,career,5.1,1.2,,0
1526,1526,James,Cotton,James Cotton,"Cotton, James",J. Cotton,1975-12-14T00:00:00,Long Beach State,USA,Long Beach State/USA,,,1,,,Inactive,0,,,,,james_cotton,1997,1998,N,Y,Y,1997,2,32,False,Long Beach State,USA,James Cotton,career,2.6,0.0,0.8,0
76457,76457,John,Coughran,John Coughran,"Coughran, John",J. Coughran,1951-09-12T00:00:00,California,USA,California/USA,6-7,225,0,41,Forward,Active,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_john_coughran,1979,1979,N,Y,Y,1973,5,74,False,California,USA,John Coughran,career,2.8,0.5,0.8,0
76458,76458,Mel,Counts,Mel Counts,"Counts, Mel",M. Counts,1941-10-16T00:00:00,Oregon State,USA,Oregon State/USA,7-0,230,11,31,Center,Active,1610612762,Jazz,UTA,jazz,New Orleans,HISTADD_mel_counts,1964,1975,N,Y,Y,1964,1,7,False,Oregon State,USA,Mel Counts,career,8.3,1.4,6.0,0
76459,76459,Steve,Courtin,Steve Courtin,"Courtin, Steve",S. Courtin,1942-09-21T00:00:00,Saint Joseph's,USA,St. Joseph's (PA)/USA,6-1,188,0,5,Guard,Active,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_steve_courtin,1964,1964,N,Y,Y,1964,3,24,False,St. Joseph's (PA),USA,Steve Courtin,career,4.2,0.9,0.9,0
1432,1432,Joe,Courtney,Joe Courtney,"Courtney, Joe",J. Courtney,1969-10-17T00:00:00,Southern Mississippi,USA,Mississippi State; Southern Mississippi/USA,,,3,,,Inactive,0,,,,,joe_courtney,1992,1996,N,Y,Y,Undrafted,Undrafted,Undrafted,False,Mississippi State; Southern Mississippi,USA,Joe Courtney,career,2.8,0.3,1.5,0
202408,202408,Marcus,Cousin,Marcus Cousin,"Cousin, Marcus",M. Cousin,1986-12-18T00:00:00,Houston,USA,Houston/USA,6-11,255,1,50,Forward,Active,1610612745,Rockets,HOU,rockets,Houston,marcus_cousin,2010,2010,Y,Y,Y,Undrafted,Undrafted,Undrafted,False,Houston,USA,Marcus Cousin,career,1.0,0.0,0.8,0
202326,202326,DeMarcus,Cousins,DeMarcus Cousins,"Cousins, DeMarcus",D. Cousins,1990-08-13T00:00:00,Kentucky,USA,Kentucky/USA,6-11,270,9,,Center,Active,1610612747,Lakers,LAL,lakers,Los Angeles,demarcus_cousins,2010,2019,N,Y,Y,2010,1,5,False,Kentucky,USA,DeMarcus Cousins,2018-19,16.3,3.6,8.2,0.139
600003,600003,Bob,Cousy,Bob Cousy,"Cousy, Bob",B. Cousy,1928-08-09T00:00:00,Holy Cross,USA,Holy Cross/USA,6-1,175,13,14,Guard,Active,1610612758,Royals,CIN,kings,Cincinnati,HISTADD_bob_cousy,1950,1969,N,Y,Y,1950,1,3,False,Holy Cross,USA,Bob Cousy,career,18.4,7.5,5.2,13
203496,203496,Robert,Covington,Robert Covington,"Covington, Robert",R. Covington,1990-12-14T00:00:00,Tennessee State,USA,Tennessee State/USA,6-9,225,6,33,Forward,Active,1610612750,Timberwolves,MIN,timberwolves,Minnesota,robert_covington,2013,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,False,Tennessee State,USA,Robert Covington,2018-19,13.3,1.3,5.5,0.083
76462,76462,Dave,Cowens,Dave Cowens,"Cowens, Dave",D. Cowens,1948-10-25T00:00:00,Florida State,USA,Florida State/USA,6-9,230,10,18,Center,Active,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_dave_cowens,1970,1982,N,Y,Y,1970,1,4,False,Florida State,USA,Dave Cowens,career,17.6,3.8,13.6,6
76463,76463,John,Cox,John Cox,"Cox, John",J. Cox,1955-12-29T00:00:00,San Francisco,USA,Villanova; San Francisco/USA,6-2,180,0,32,Guard,Active,1610612764,Bullets,WAS,wizards,Washington,HISTADD_chubby_cox,1982,1982,N,Y,Y,1978,8,159,False,Villanova; San Francisco,USA,John Cox,career,4.1,0.9,1.4,0
76464,76464,Johnny,Cox,Johnny Cox,"Cox, Johnny",J. Cox,1936-11-01T00:00:00,Kentucky,USA,Kentucky/USA,6-4,180,0,25,Guard,Active,1610612764,Zephyrs,CHZ,wizards,Chicago,HISTADD_johnny_cox,1962,1962,N,Y,Y,1959,4,28,False,Kentucky,USA,Johnny Cox,career,7.8,1.9,3.8,0
76465,76465,Wesley,Cox,Wesley Cox,"Cox, Wesley",W. Cox,1955-01-27T00:00:00,Louisville,USA,Louisville/USA,6-6,215,1,41,Forward,Active,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_wesley_cox,1977,1978,N,Y,Y,1977,1,18,False,Louisville,USA,Wesley Cox,career,4.6,0.3,2.8,0
203459,203459,Allen,Crabbe,Allen Crabbe,"Crabbe, Allen",A. Crabbe,1992-04-09T00:00:00,California,USA,California/USA,6-6,212,6,,Guard-Forward,Active,1610612737,Hawks,ATL,hawks,Atlanta,allen_crabbe,2013,2019,Y,Y,Y,2013,2,31,False,California,USA,Allen Crabbe,2018-19,9.6,1.1,3.4,0.055
1628470,1628470,Torrey,Craig,Torrey Craig,"Craig, Torrey",T. Craig,1990-12-19T00:00:00,South Carolina Upstate,USA,South Carolina Upstate/USA,6-7,215,2,3,Forward,Active,1610612743,Nuggets,DEN,nuggets,Denver,torrey_craig,2017,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,False,South Carolina Upstate,USA,Torrey Craig,2018-19,5.7,1.0,3.5,0.055
1544,1544,Chris,Crawford,Chris Crawford,"Crawford, Chris",C. Crawford,1975-05-13T00:00:00,Marquette,USA,Marquette '97/USA,6-9,235,7,4,Forward,Active,1610612737,Hawks,ATL,hawks,Atlanta,chris_crawford,1997,2003,N,Y,Y,1997,2,50,False,Marquette '97,USA,Chris Crawford,career,6.6,0.6,2.2,0
76466,76466,Freddie,Crawford,Freddie Crawford,"Crawford, Freddie",F. Crawford,1940-12-23T00:00:00,St. Bonaventure,USA,St. Bonaventure/USA,6-4,189,4,15,Guard,Active,1610612746,Braves,BUF,clippers,Buffalo,HISTADD_freddie_crawford,1966,1970,N,Y,Y,1964,4,26,False,St. Bonaventure,USA,Freddie Crawford,career,6.8,2.1,2.5,0
2037,2037,Jamal,Crawford,Jamal Crawford,"Crawford, Jamal",J. Crawford,1980-03-20T00:00:00,Michigan,USA,Michigan/USA,6-5,185,19,11,Forward,Active,1610612756,Suns,PHX,suns,Phoenix,jamal_crawford,2000,2019,N,Y,Y,2000,1,8,False,Michigan,USA,Jamal Crawford,2018-19,7.9,3.6,1.3,0.083
201621,201621,Joe,Crawford,Joe Crawford,"Crawford, Joe",J. Crawford,1986-06-17T00:00:00,Kentucky, ,Kentucky/USA,6-5,210,1,5,Guard,Active,1610612752,Knicks,NYK,knicks,New York,joe_crawford,2008,2008,Y,Y,Y,2008,2,58,False,Kentucky,USA,Joe Crawford,career,4.5,0.5,2.0,0
202348,202348,Jordan,Crawford,Jordan Crawford,"Crawford, Jordan",J. Crawford,1988-10-23T00:00:00,Xavier,USA,XavierUSA(Ohio)/USA,6-5,195,5,27,Guard,Active,1610612740,Pelicans,NOP,pelicans,New Orleans,jordan_crawford,2010,2017,Y,Y,Y,2010,1,27,False,XavierUSA(Ohio),USA,Jordan Crawford,career,12.2,3.1,2.5,0
1628249,1628249,Mitchell,Creek,Mitchell Creek,"Creek, Mitchell",M. Creek,1992-04-27T00:00:00, ,Australia, Australia/Australia,6-6,225,1,55,Forward-Guard,Active,1610612750,Timberwolves,MIN,timberwolves,Minnesota,mitchell_creek,2018,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,False, Australia,Australia,Mitchell Creek,2018-19,4.2,1.2,2.4,0.14
76468,76468,Jim,Creighton,Jim Creighton,"Creighton, Jim",J. Creighton,1950-04-18T00:00:00,Colorado,USA,Colorado/USA,6-8,200,0,24,Forward,Active,1610612737,Hawks,ATL,hawks,Atlanta,HISTADD_jim_creighton,1975,1975,N,Y,Y,1972,3,40,False,Colorado,USA,Jim Creighton,career,1.0,0.1,1.4,0
76469,76469,Ron,Crevier,Ron Crevier,"Crevier, Ron",R. Crevier,1958-08-14T00:00:00,Boston College,USA,Boston College/USA,7-0,235,0,42,Center,Active,1610612765,Pistons,DET,pistons,Detroit,HISTADD_ron_crevier,1985,1985,N,Y,Y,1983,4,75,False,Boston College,USA,Ron Crevier,career,0.0,0.0,0.3,0
76470,76470,Hal,Crisler,Hal Crisler,"Crisler, Hal",H. Crisler,1923-12-31T00:00:00,Iowa State,USA,San Jose State; Iowa State/USA,6-3,215,0,15,Forward,Active,1610612738,Celtics,BOS,celtics,Boston,HISTADD_hal_crisler,1946,1946,N,Y,Y,Undrafted,Undrafted,Undrafted,False,San Jose State; Iowa State,USA,Hal Crisler,career,1.5,0.0,,0
2343,2343,Joe,Crispin,Joe Crispin,"Crispin, Joe",J. Crispin,1979-07-18T00:00:00,Penn State,USA,Penn State/USA,6-0,185,1,11,Guard,Active,1610612756,Suns,PHX,suns,Phoenix,joe_crispin,2001,2001,N,Y,Y,Undrafted,Undrafted,Undrafted,False,Penn State,USA,Joe Crispin,career,3.8,1.2,0.5,0
76471,76471,Charlie,Criss,Charlie Criss,"Criss, Charlie",C. Criss,1948-11-06T00:00:00,New Mexico State,USA,New Mexico JC; New Mexico State/USA,5-8,165,7,14,Guard,Active,1610612737,Hawks,ATL,hawks,Atlanta,HISTADD_charlie_criss,1977,1984,N,Y,Y,Undrafted,Undrafted,Undrafted,False,New Mexico JC; New Mexico State,USA,Charlie Criss,career,8.5,3.2,1.4,0
76472,76472,Winston,Crite,Winston Crite,"Crite, Winston",W. Crite,1965-06-20T00:00:00,Texas A&M,USA,Texas A&M/USA,6-7,233,1,12,Forward,Active,1610612756,Suns,PHX,suns,Phoenix,HISTADD_winston_crite,1987,1988,N,Y,Y,1987,3,53,False,Texas A&M,USA,Winston Crite,career,2.8,0.5,2.1,0
201159,201159,Javaris,Crittenton,Javaris Crittenton,"Crittenton, Javaris",J. Crittenton,1987-12-31T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-5,200,2,8,Guard,Active,1610612764,Wizards,WAS,wizards,Washington,javaris_crittenton,2007,2009,Y,Y,Y,2007,1,19,False,Georgia Tech,USA,Javaris Crittenton,career,5.3,1.8,2.4,0
76473,76473,Dillard,Crocker,Dillard Crocker,"Crocker, Dillard",D. Crocker,1925-01-19T00:00:00,Western Michigan,USA,Western Michigan/USA,6-4,205,3,7,Forward,Active,1610612737,Hawks,MIH,hawks,Milwaukee,HISTADD_dillard_crocker,1948,1952,N,Y,Y,Undrafted,Undrafted,Undrafted,False,Western Michigan,USA,Dillard Crocker,career,8.8,1.3,2.2,0
76474,76474,Jeffrey,Crompton,Jeffrey Crompton,"Crompton, Jeffrey",J. Crompton,1955-07-04T00:00:00,North Carolina,USA,North Carolina/USA,6-11,280,4,41,Center,Active,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_geoff_crompton,1978,1983,N,Y,Y,1978,4,70,False,North Carolina,USA,Jeffrey Crompton,career,1.2,0.3,1.7,0
76475,76475,Terry,Crosby,Terry Crosby,"Crosby, Terry",T. Crosby,1957-01-04T00:00:00,Tennessee,USA,Tennessee/USA,6-4,195,0,12,Guard,Active,1610612758,Kings,KCK,kings,Kansas City,HISTADD_terry_crosby,1979,1979,N,Y,Y,1979,3,62,False,Tennessee,USA,Terry Crosby,career,1.5,1.8,0.3,0
1506,1506,Austin,Croshere,Austin Croshere,"Croshere, Austin",A. Croshere,1975-05-01T00:00:00,Providence,USA,Providence/USA,,,11,,,Inactive,0,,,,,austin_croshere,1997,2008,N,Y,Y,1997,1,12,False,Providence,USA,Austin Croshere,career,6.8,1.0,4.0,0
76476,76476,Jeff,Cross,Jeff Cross,"Cross, Jeff",J. Cross,1961-09-01T00:00:00,Maine,USA,Maine/USA,6-10,240,0,38,Forward,Active,1610612746,Clippers,LAC,clippers,Los Angeles,HISTADD_jeff_cross,1985,1985,N,Y,Y,1984,3,61,False,Maine,USA,Jeff Cross,career,1.2,0.0,1.4,0
76477,76477,Pete,Cross,Pete Cross,"Cross, Pete",P. Cross,1948-03-28T00:00:00,San Francisco,USA,San Francisco/USA,6-9,230,2,41,Center,Active,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_pete_cross,1970,1972,N,Y,Y,1970,2,23,False,San Francisco,USA,Pete Cross,career,5.8,1.0,8.3,0
76478,76478,Russell,Cross,Russell Cross,"Cross, Russell",R. Cross,1961-09-05T00:00:00,Purdue,USA,Purdue/USA,6-10,215,0,40,Center,Active,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_russell_cross,1983,1983,N,Y,Y,1983,1,6,False,Purdue,USA,Russell Cross,career,3.7,0.5,1.8,0
76479,76479,Francis,Crossin,Francis Crossin,"Crossin, Francis",F. Crossin,1924-07-04T00:00:00,Pennsylvania,USA,Pennsylvania/USA,6-1,165,2,4,Guard,Active,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_chink_crossin,1947,1949,N,Y,Y,1947,1,6,False,Pennsylvania,USA,Francis Crossin,career,4.7,1.5,,0
180,180,John,Crotty,John Crotty,"Crotty, John",J. Crotty,1969-07-15T00:00:00,Virginia,USA,Virginia/USA,,,10,,,Inactive,0,,,,,john_crotty,1992,2002,N,Y,Y,Undrafted,Undrafted,Undrafted,False,Virginia,USA,John Crotty,career,4.0,2.1,1.1,0
76481,76481,Mark,Crow,Mark Crow,"Crow, Mark",M. Crow,1954-10-22T00:00:00,Duke,USA,Duke/USA,6-7,210,0,31,Forward,Active,1610612751,Nets,NJN,nets,New Jersey,HISTADD_crow-bar_crow,1977,1977,N,Y,Y,1977,6,111,False,Duke,USA,Mark Crow,career,5.6,0.5,1.8,0
76482,76482,Corey,Crowder,Corey Crowder,"Crowder, Corey",C. Crowder,1969-04-13T00:00:00,Kentucky Wesleyan,USA,Kentucky Wesleyan/USA,6-5,214,1,23,Forward,Active,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_corey_crowder,1991,1994,N,Y,Y,Undrafted,Undrafted,Undrafted,False,Kentucky Wesleyan,USA,Corey Crowder,career,2.1,0.3,0.8,0
203109,203109,Jae,Crowder,Jae Crowder,"Crowder, Jae",J. Crowder,1990-07-06T00:00:00,Marquette,USA,Marquette/USA,6-6,235,7,,Forward,Active,1610612763,Grizzlies,MEM,grizzlies,Memphis,jae_crowder,2012,2019,Y,Y,Y,2012,2,34,False,Marquette,USA,Jae Crowder,2018-19,11.9,1.7,4.8,0.086
76483,76483,Pat,Cummings,Pat Cummings,"Cummings, Pat",P. Cummings,1956-07-11T00:00:00,Cincinnati,USA,Cincinnati/USA,6-9,230,11,50,Center,Active,1610612762,Jazz,UTA,jazz,Utah,HISTADD_pat_cummings,1979,1990,N,Y,Y,1978,3,59,False,Cincinnati,USA,Pat Cummings,career,9.6,1.2,5.6,0
187,187,Terry,Cummings,Terry Cummings,"Cummings, Terry",T. Cummings,1961-03-15T00:00:00,DePaul,USA,DePaul/USA,,,17,,,Inactive,0,,,,,terry_cummings,1982,1999,N,Y,Y,1982,1,2,False,DePaul,USA,Terry Cummings,career,16.4,1.9,7.3,2
1907,1907,Vonteego,Cummings,Vonteego Cummings,"Cummings, Vonteego",V. Cummings,1976-02-29T00:00:00,Pittsburgh,USA,Pittsburgh/USA,,,3,,,Inactive,0,,,,,vonteego_cummings,1999,2007,Y,Y,Y,1999,1,26,False,Pittsburgh,USA,Vonteego Cummings,career,6.9,2.7,1.9,0
76487,76487,Billy,Cunningham,Billy Cunningham,"Cunningham, Billy",B. Cunningham,1943-06-03T00:00:00,North Carolina,USA,North Carolina/USA,6-6,210,8,32,Forward,Active,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_billy_cunningham,1965,1975,N,Y,Y,1965,1,5,False,North Carolina,USA,Billy Cunningham,career,20.8,4.0,10.1,4
201967,201967,Dante,Cunningham,Dante Cunningham,"Cunningham, Dante",D. Cunningham,1987-04-22T00:00:00,Villanova,USA,Villanova/USA,6-8,230,10,33,Forward,Active,1610612759,Spurs,SAS,spurs,San Antonio,dante_cunningham,2009,2019,N,Y,Y,2009,2,33,False,Villanova,USA,Dante Cunningham,2018-19,3.0,0.8,2.9,0.067
76485,76485,Dick,Cunningham,Dick Cunningham,"Cunningham, Dick",D. Cunningham,1946-07-11T00:00:00,Murray State,USA,Murray State/USA,6-10,245,6,19,Center,Active,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_dick_cunningham,1968,1974,N,Y,Y,1968,2,21,False,Murray State,USA,Dick Cunningham,career,2.8,0.6,3.7,0
203099,203099,Jared,Cunningham,Jared Cunningham,"Cunningham, Jared",J. Cunningham,1991-05-22T00:00:00,Oregon State,USA,Oregon State/USA,,,3,,,Inactive,0,,,,,jared_cunningham,2012,2015,Y,Y,Y,2012,1,24,False,Oregon State,USA,Jared Cunningham,career,2.3,0.5,0.7,0
1061,1061,William,Cunningham,William Cunningham,"Cunningham, William",W. Cunningham,1974-03-25T00:00:00,Temple,USA,Temple/USA,6-11,240,1,51,Center,Active,1610612751,Nets,NJN,nets,New Jersey,william_cunningham,1997,1998,N,Y,Y,Undrafted,Undrafted,Undrafted,False,Temple,USA,William Cunningham,career,0.6,0.1,1.7,0
76488,76488,Radisav,Curcic,Radisav Curcic,"Curcic, Radisav",R. Curcic,1965-09-26T00:00:00,,USA,No College/USA,6-10,275,0,44,Center,Active,1610612742,Mavericks,DAL,mavericks,Dallas,HISTADD_radisav_curcic,1992,1992,N,Y,Y,Undrafted,Undrafted,Undrafted,False,No College,USA,Radisav Curcic,career,2.9,0.6,2.5,0
76489,76489,Armand,Cure,Armand Cure,"Cure, Armand",A. Cure,1919-08-01T00:00:00,Rhode Island,USA,Rhode Island/USA,6-0,198,0,,Forward,Active,1610610032,Steamrollers,PRO,steamrollers,Providence,HISTADD_armand_cure,1946,1946,N,Y,Y,Undrafted,Undrafted,Undrafted,False,Rhode Island,USA,Armand Cure,career,0.8,0.0,,0
940,940,Earl,Cureton,Earl Cureton,"Cureton, Earl",E. Cureton,1957-09-03T00:00:00,Detroit Mercy,USA,Robert Morris; Detroit/USA,,,11,,,Inactive,0,,,,,earl_cureton,1980,1996,N,Y,Y,1979,3,58,False,Robert Morris; Detroit,USA,Earl Cureton,career,5.4,1.0,4.7,0
